"FDT_STA_ID","STA_LV3_CODE","STA_LV1_CODE","STA_REC_CODE","Deq_Region","STA_DESC","FDT_SSC_CODE","FDT_SPG_CODE","STA_LV2_CODE","Latitude","Longitude","Majorbasincode","Majorbasinname","Basin","Subbasin","Huc6_Huc_8","Huc6_Huc_8_Name","Huc6_Name","Huc6_Huc_12","Huc6_Huc_12_Name","Huc6_Vahu5","Huc6_Vahu6","STA_CBP_NAME"
"4ALAW002.43","AWTSHD","STREAM","SCRO","Blue Ridge","Lawless Creek @ Lawless Creek Rd",2,"AW","AMBNT",36.66638889,-79.3525,3,"South Atlantic-Gulf","Roanoke River Basin","LOWER DAN",3010104,"Lower Dan","Fall Creek",30101040101,"Fall Creek","RD-I","RD38",NA
"4ALBR000.37","APROB","STREAM","SCRO","Blue Ridge","Route 662 (Randolph Road)",2,"PA","AMBNT",36.75925,-79.1927,3,"South Atlantic-Gulf","Roanoke River Basin","BANISTER",3010105,"Banister","Upper Sandy Creek",30101050301,"Upper Sandy Creek","RD-O","RD63",NA
"4ALBT003.07","APROB","STREAM","WCRO","Blue Ridge","Upstream of Rt. 705 Crossing",2,"RB","AMBNT",36.79234722,-80.16526389,3,"South Atlantic-Gulf","Roanoke River Basin","UPPER DAN",3010103,"Upper Dan","Philpott Reservoir-Smith River",30101030606,"Smith River/Philpott Reservoir","RD-D","RD20","VAEQ99-426"
"4ALCC000.59","AWTSHD","STREAM","SCRO","Blue Ridge","L. Cherrystone Cr @ rt 57-Halifax Rd",2,"AW","AMBNT",36.81666667,-79.34555556,3,"South Atlantic-Gulf","Roanoke River Basin","BANISTER",3010105,"Banister","Cherrystone Creek",30101050104,"Cherrystone Creek","RD-M","RD55",NA
"4ALDR002.61","AWTSHD","STREAM","WCRO","Blue Ridge","RT. 649 BRIDGE(GAMMONS ROAD)",2,"AW","AMBNT",36.56454167,-80.3743,3,"South Atlantic-Gulf","Roanoke River Basin","UPPER DAN",3010103,"Upper Dan","Little Dan River",30101030103,"Little Dan River","RD-A","RD03",NA
"4ALFF001.85","AWTSHD","STREAM","SCRO","Blue Ridge","LITTLE BUFFALO CREEK, RT 58 BRIDGE",2,"TM","AMBNT",36.62638889,-78.62888889,3,"South Atlantic-Gulf","Roanoke River Basin","MIDDLE ROANOKE",3010104,"Lower Dan","Buffalo Creek-Dan River",30101040704,"Dan River/John H Kerr Reservoir-Buffalo Creek","RD-S","RD77",NA
"4ALLC002.18","BIOMON","STREAM",NA,"Blue Ridge","Little Sycamore at Rt 653",2,"RB","AMBNT",37.0315,-79.3066,3,"South Atlantic-Gulf","Roanoke River Basin","UPPER ROANOKE",3010101,"Upper Roanoke","Little Sycamore Creek-Sycamore Creek",30101011304,"Sycamore Creek-Little Sycamore Creek","RU-M","RU47",NA
"4ALLE005.22","ATRND","STREAM","WCRO","Blue Ridge","RT. 697 BRIDGE (FRANKLIN CO.)",2,"TR","AMBNT",37.06083333,-79.94138889,3,"South Atlantic-Gulf","Roanoke River Basin","UPPER ROANOKE",3010101,"Upper Roanoke","Madcap Creek-Blackwater River",30101010503,"Blackwater River-Madcap Creek","RU-E","RU22",NA
"4ALNE006.56","ATRND","STREAM","SCRO","Blue Ridge","RT. 49 BRIDGE, lil bluestone cr",2,"TR","AMBNT",36.73111111,-78.53861111,3,"South Atlantic-Gulf","Roanoke River Basin","MIDDLE ROANOKE",3010102,"Middle Roanoke","Little Bluestone Creek",30101020702,"Little Bluestone Creek","RU-V","RU92",NA
"4ALOL000.62","SSTUDY","STREAM","SCRO","Blue Ridge","L. Coleman Cr. @ Rt. 707",2,"TM","AMBNT",36.58527778,-78.93555556,3,"South Atlantic-Gulf","Roanoke River Basin","LOWER DAN",3010104,"Lower Dan","Coleman Creek-Hyco River",30101040606,"Hyco River-Coleman Creek","RD-R","RD72",NA
"4ALOR008.64","AWTSHD","STREAM","WCRO","Blue Ridge","RT. 784 BRIDGE,BEDFORD CO",2,"TM","AMBNT",37.29361111,-79.45583333,3,"South Atlantic-Gulf","Roanoke River Basin","UPPER ROANOKE",3010101,"Upper Roanoke","Johns Creek-Little Otter River",30101011406,"Little Otter River-Johns Creek","RU-N","RU54",NA
"4ALOR008.93","APROB","STREAM","WCRO","Blue Ridge","Off Rt. 784 (Nicopolis Dr)",2,"FP","AMBNT",37.3019,-79.453,3,"South Atlantic-Gulf","Roanoke River Basin","UPPER ROANOKE",3010101,"Upper Roanoke","Johns Creek-Little Otter River",30101011406,"Little Otter River-Johns Creek","RU-N","RU54","VARS11-259"
"4ALOR014.33","AWTSHD","STREAM","WCRO","Blue Ridge","BELOW BEDFORD STP OUTFALL - BEDFORD COUN",2,"RB","AMBNT",37.3275,-79.46333333,3,"South Atlantic-Gulf","Roanoke River Basin","UPPER ROANOKE",3010101,"Upper Roanoke","Johns Creek-Little Otter River",30101011406,"Little Otter River-Johns Creek","RU-N","RU54",NA
"4ALOR014.75","ATRND","STREAM","WCRO","Blue Ridge","RT. 718 BR ABOVE BEDFORD STP OUTFALL",2,"TR","AMBNT",37.33333333,-79.46448611,3,"South Atlantic-Gulf","Roanoke River Basin","UPPER ROANOKE",3010101,"Upper Roanoke","Johns Creek-Little Otter River",30101011406,"Little Otter River-Johns Creek","RU-N","RU54","2061500"
"4ALRO003.34","AWTSHD","STREAM","SCRO","Blue Ridge","RT. 47 BRIDGE",2,"AW","AMBNT",37.02472222,-78.61444445,3,"South Atlantic-Gulf","Roanoke River Basin","MIDDLE ROANOKE",3010102,"Middle Roanoke","Ash Camp Creek-Roanoke Creek",30101020502,"Roanoke Creek-Ash Camp Creek","RU-T","RU82",NA
"4ALRO010.18","SSTUDY","STREAM","SCRO","Blue Ridge","RTE 604 (Abilene Rd)",2,"RB","AMBNT",37.10138889,-78.5625,3,"South Atlantic-Gulf","Roanoke River Basin","MIDDLE ROANOKE",3010102,"Middle Roanoke","Spring Creek-Roanoke Creek",30101020501,"Roanoke Creek-Spring Creek","RU-T","RU81",NA
"4ALRV007.84","AWTSHD","STREAM","SCRO","Blue Ridge","L. Falling River @ Rt. 646",2,"AW","AMBNT",37.17611111,-78.89722222,3,"South Atlantic-Gulf","Roanoke River Basin","MIDDLE ROANOKE",3010102,"Middle Roanoke","Entry Creek-Little Falling River",30101020206,"Little Falling River-Entry Creek","RU-Q","RU70",NA
"4ALRV013.53","AWTSHD","STREAM","SCRO","Blue Ridge","L. Falling River @ Rt 649",2,"AW","AMBNT",37.21805555,-78.83388889,3,"South Atlantic-Gulf","Roanoke River Basin","MIDDLE ROANOKE",3010102,"Middle Roanoke","Entry Creek-Little Falling River",30101020206,"Little Falling River-Entry Creek","RU-Q","RU70",NA
"4ALUB000.12","SSTUDY","STREAM","SCRO","Blue Ridge","RTE 691 (Tower Rd/Thortons Mill Rd)",2,"AW","AMBNT",37.20416667,-78.73333333,3,"South Atlantic-Gulf","Roanoke River Basin","MIDDLE ROANOKE",3010102,"Middle Roanoke","Little Cub Creek",30101020302,"Little Cub Creek","RU-R","RU77",NA
"4ALWD002.54","AWTSHD","STREAM","WCRO","Blue Ridge","ROUTE 650 BRIDGE - HENRY COUNTY",2,"AW","AMBNT",36.63611111,-79.79194445,3,"South Atlantic-Gulf","Roanoke River Basin","UPPER DAN",3010103,"Upper Dan","Lower Leatherwood Creek",30101030806,"Lower Leatherwood Creek","RD-F","RD29",NA
"4ALWD011.03","AWTSHD","STREAM","WCRO","Blue Ridge","Rt 648 Bridge",2,"AW","AMBNT",36.69543611,-79.7587,3,"South Atlantic-Gulf","Roanoke River Basin","UPPER DAN",3010103,"Upper Dan","Upper Leatherwood Creek",30101030804,"Upper Leatherwood Creek","RD-F","RD27",NA
"4ALWF004.32","AWTSHD","STREAM","WCRO","Blue Ridge","Rt. 57 Bridge",2,"AW","AMBNT",36.72747222,-79.77423611,3,"South Atlantic-Gulf","Roanoke River Basin","UPPER DAN",3010103,"Upper Dan","Peters Branch-West Fork Leatherwood Creek",30101030805,"West Fork Leatherwood Creek-Peters Branch","RD-F","RD28",NA
"4ALWN000.88","BIOMON","STREAM","SCRO","Blue Ridge","Little Bluewing Ck @ Rte 740 Wilson Rd",2,"RB","AMBNT",36.59383333,-78.83430556,3,"South Atlantic-Gulf","Roanoke River Basin","LOWER DAN",3010104,"Lower Dan","Big Bluewing Creek",30101040607,"Big Bluewing Creek","RD-R","RD73",NA
"4ALYH000.50","AWTSHD","STREAM","SCRO","Blue Ridge","Lynch Cr @ Foot Bridge - City Park",2,"AW","AMBNT",37.11230556,-79.2889,3,"South Atlantic-Gulf","Roanoke River Basin","UPPER ROANOKE",3010101,"Upper Roanoke","Reed Creek-Roanoke River",30101011305,"Roanoke River-Reed Creek","RU-M","RU48",NA
"4ALYT003.77","ATRND","STREAM","SCRO","Blue Ridge","LAYTONS CREEK, RT. 671 BRIDGE",2,"TR","AMBNT",36.73166667,-78.32333333,3,"South Atlantic-Gulf","Roanoke River Basin","ROANOKE RAPIDS",3010106,"Roanoke Rapids","Layton Creek-Allen Creek",30101060101,"Allen Creek-Layton Creek","RL-D","RL10",NA
"4AMBY001.51","BIOMON","STREAM","WCRO","Blue Ridge","Sam Lions Trail/Country Club Dr Crossing",2,"RB","AMBNT",36.65850833,-79.83692778,3,"South Atlantic-Gulf","Roanoke River Basin","UPPER DAN",3010103,"Upper Dan","Mulberry Creek-Smith River",30101030803,"Smith River-Mulberry Creek","RD-F","RD26",NA
"4AMCH000.53","APROB","STREAM","WCRO","Blue Ridge","Rt. 976 bridge (Clover Rd.)",2,"RB","AMBNT",36.63976111,-79.84796944,3,"South Atlantic-Gulf","Roanoke River Basin","UPPER DAN",3010103,"Upper Dan","Mulberry Creek-Smith River",30101030803,"Smith River-Mulberry Creek","RD-F","RD26",NA
"4AMCR004.60","AWTSHD","STREAM","WCRO","Blue Ridge","STA #15 RT. 804 BRIDGE (BEDFORD COUNTY)",2,"TM","AMBNT",37.27277778,-79.46833333,3,"South Atlantic-Gulf","Roanoke River Basin","UPPER ROANOKE",3010101,"Upper Roanoke","Machine Creek",30101011405,"Machine Creek","RU-N","RU53",NA
"4AMEE002.38","AWTSHD","STREAM","WCRO","Blue Ridge","ROUTE 698 FORD - FRANKLIN COUNTY",35158,"RB","AMBNT",37.07,-79.83638889,3,"South Atlantic-Gulf","Roanoke River Basin","UPPER ROANOKE",3010101,"Upper Roanoke","Maggodee Creek",30101010504,"Maggodee Creek","RU-E","RU23",NA
"4AMEE004.90","ATRND","STREAM","WCRO","Blue Ridge","Maggodee Cr. Rt. 697 Bridge",2,"TR","AMBNT",37.09305556,-79.83555555,3,"South Atlantic-Gulf","Roanoke River Basin","UPPER ROANOKE",3010101,"Upper Roanoke","Maggodee Creek",30101010504,"Maggodee Creek","RU-E","RU23",NA
"4AMEE009.86","TMDL","STREAM","WCRO","Blue Ridge","RT. 635 BRIDGE, FRANKLIN CO",2,"AW","AMBNT",37.10388889,-79.87388889,3,"South Atlantic-Gulf","Roanoke River Basin","UPPER ROANOKE",3010101,"Upper Roanoke","Maggodee Creek",30101010504,"Maggodee Creek","RU-E","RU23",NA
"4AMEE016.75","AWTSHD","STREAM","WCRO","Blue Ridge","Rt. 684 Bridge",2,"PA","AMBNT",37.121,-79.95505556,3,"South Atlantic-Gulf","Roanoke River Basin","UPPER ROANOKE",3010101,"Upper Roanoke","Maggodee Creek",30101010504,"Maggodee Creek","RU-E","RU23",NA
"4AMEE017.24","APROB","STREAM","WCRO","Blue Ridge","Upstream of Rt. 220 near Boones Mill",2,"FP","AMBNT",37.1256,-79.96088889,3,"South Atlantic-Gulf","Roanoke River Basin","UPPER ROANOKE",3010101,"Upper Roanoke","Maggodee Creek",30101010504,"Maggodee Creek","RU-E","RU23","VARS11-184"
"4AMEE021.13","TMDL","STREAM","WCRO","Blue Ridge","RT. 613 BRIDGE BELOW CONFLUENCE WITH FOR",2,"AW","AMBNT",37.14583333,-80.00944444,3,"South Atlantic-Gulf","Roanoke River Basin","UPPER ROANOKE",3010101,"Upper Roanoke","Maggodee Creek",30101010504,"Maggodee Creek","RU-E","RU23",NA
"4AMES004.78","AWTSHD","STREAM","SCRO","Blue Ridge","MILES CREEK, RT. 663 BRIDGE",2,"AW","AMBNT",36.65361111,-78.225,3,"South Atlantic-Gulf","Roanoke River Basin","ROANOKE RAPIDS",3010106,"Roanoke Rapids","Dockery Creek-Miles Creek",30101060202,"Miles Creek-Dockery Creek","RL-E","RL13",NA
"4AMES007.54","AWTSHD","RESERV","SCRO","Blue Ridge","STATION 1 -LAKE GORDON (PORTION OF MILES",2,"RL","AMBNT",36.69,-78.21638889,3,"South Atlantic-Gulf","Roanoke River Basin","ROANOKE RAPIDS",3010106,"Roanoke Rapids","Dockery Creek-Miles Creek",30101060202,"Miles Creek-Dockery Creek","RL-E","RL13",NA
"4AMEY006.72","APROB","STREAM","SCRO","Blue Ridge","Mollys Creek E of Rte 650",2,"FP","AMBNT",37.1835,-79.03488889,3,"South Atlantic-Gulf","Roanoke River Basin","MIDDLE ROANOKE",3010102,"Middle Roanoke","Mollys Creek",30101020204,"Mollys Creek","RU-Q","RU68",NA
"4AMEY007.76","AWTSHD","STREAM","SCRO","Blue Ridge","Route 650",2,"PA","AMBNT",37.18242778,-79.04397778,3,"South Atlantic-Gulf","Roanoke River Basin","MIDDLE ROANOKE",3010102,"Middle Roanoke","Mollys Creek",30101020204,"Mollys Creek","RU-Q","RU68",NA
"4AMEY010.46","AWTSHD","STREAM","SCRO","Blue Ridge","Mollys Creek at Rt. 654 bridge",2,"IM","AMBNT",37.19361111,-79.05861111,3,"South Atlantic-Gulf","Roanoke River Basin","MIDDLE ROANOKE",3010102,"Middle Roanoke","Mollys Creek",30101020204,"Mollys Creek","RU-Q","RU68",NA
"4AMEY016.00","BIOMON","STREAM","SCRO","Blue Ridge","PRIVATE ROAD OFF RT. 655, BELOW RUSTBURG",2,"TM","AMBNT",37.25027778,-79.08861111,3,"South Atlantic-Gulf","Roanoke River Basin","MIDDLE ROANOKE",3010102,"Middle Roanoke","Mollys Creek",30101020204,"Mollys Creek","RU-Q","RU68",NA
"4AMIL002.17","BIOMON","STREAM","SCRO","Blue Ridge","Mill Creek @ rt 690 (Coles Rd.)",2,"RB","AMBNT",36.86889722,-79.30553333,3,"South Atlantic-Gulf","Roanoke River Basin","BANISTER",3010105,"Banister","Mill Creek-Whitehorn Creek",30101050201,"Whitehorn Creek-Mill Creek","RD-N","RD56",NA
"4AMRR000.02","AWTSHD","STREAM","WCRO","Blue Ridge","ROUTE 642 BRIDGE - HENRY COUNTY",2,"AW","AMBNT",36.61333333,-79.82333333,3,"South Atlantic-Gulf","Roanoke River Basin","UPPER DAN",3010103,"Upper Dan","Marrowbone Creek",30101030802,"Marrowbone Creek","RD-F","RD25",NA
"4AMRR000.75","APROB","STREAM","WCRO","Blue Ridge","Above upstream dam Fishers Pond",2,"PA","AMBNT",36.61372778,-79.83213889,3,"South Atlantic-Gulf","Roanoke River Basin","UPPER DAN",3010103,"Upper Dan","Marrowbone Creek",30101030802,"Marrowbone Creek","RD-F","RD25",NA
"4AMRY000.82","AWTSHD","STREAM","SCRO","Blue Ridge","MIRY CR@ RIVER RD (Rt 659)",2,"RB","AMBNT",36.69583333,-78.97388889,3,"South Atlantic-Gulf","Roanoke River Basin","LOWER DAN",3010104,"Lower Dan","Miry Creek",30101040401,"Miry Creek","RD-L","RD48",NA
"4AMRY003.02","APROB","STREAM","SCRO","Blue Ridge","Miry Ck downstream of Rte 681",2,"FP","AMBNT",36.69227778,-79.00138889,3,"South Atlantic-Gulf","Roanoke River Basin","LOWER DAN",3010104,"Lower Dan","Miry Creek",30101040401,"Miry Creek","RD-L","RD48",NA
"4AMRY003.58","APROB","STREAM","SCRO","Blue Ridge","Route 681 (Union Church Road)",2,"PA","AMBNT",36.69156111,-79.01143056,3,"South Atlantic-Gulf","Roanoke River Basin","LOWER DAN",3010104,"Lower Dan","Miry Creek",30101040401,"Miry Creek","RD-L","RD48",NA
"4AMSN000.53","BIOMON","STREAM","WCRO","Blue Ridge","AT ARNOLD BURTON TECHNICAL SCHOOL",2,"RB","AMBNT",37.2746,-80.03,3,"South Atlantic-Gulf","Roanoke River Basin","UPPER ROANOKE",3010101,"Upper Roanoke","Mason Creek",30101010302,"Mason Creek","RU-C","RU10",NA
"4AMSN000.67","SSTUDY","STREAM","WCRO","Blue Ridge","ROANOKE BOULEVARD BRIDGE",2,"AW","AMBNT",37.27611111,-80.02944444,3,"South Atlantic-Gulf","Roanoke River Basin","UPPER ROANOKE",3010101,"Upper Roanoke","Mason Creek",30101010302,"Mason Creek","RU-C","RU10",NA
"4AMTR010.33","AWTSHD","STREAM","WCRO","Blue Ridge","OFF RT. 637 BRIDGE, HENRY CO",2,"AW","AMBNT",36.54833333,-79.84333333,3,"South Atlantic-Gulf","Roanoke River Basin","UPPER DAN",3010103,"Upper Dan","Matrimony Creek-Dan River",30101030505,"Dan River-Matrimony Creek","RD-C","RD14",NA
"4AMWW004.53","AWTSHD","STREAM","WCRO","Blue Ridge","Rt. 654 Bridge (Felspar Rd.)",2,"PA","AMBNT",37.18241944,-79.59157778,3,"South Atlantic-Gulf","Roanoke River Basin","UPPER ROANOKE",3010101,"Upper Roanoke","Mill Creek-Goose Creek",30101011201,"Goose Creek-Mill Creek","RU-L","RU43",NA
"4AMYO001.48","AWTSHD","STREAM","SCRO","Blue Ridge","Route 96",2,"AW","AMBNT",36.576,-78.889,3,"South Atlantic-Gulf","Roanoke River Basin","LOWER DAN",3010104,"Lower Dan","Mayo Creek-Mayo Reservoir",30101040605,"Mayo Reservoir-Mayo Creek","RD-R","RD71",NA
"4ANCH001.23","AWTSHD","STREAM","WCRO","Blue Ridge","Rt. 780 Jamison Mill Park",2,"AW","AMBNT",36.85180555,-80.06563889,3,"South Atlantic-Gulf","Roanoke River Basin","UPPER DAN",3010103,"Upper Dan","Nicholas Creek-Smith River",30101030605,"Smith River/Philpott Reservoir-Nicholas Creek","RD-D","RD19",NA
"4ANMR002.60","AWTSHD","STREAM","WCRO","Blue Ridge","NORTH MAYO AT GAGE NEAR SPENCER RT. 629",2,"AW","AMBNT",36.56805556,-79.9875,3,"South Atlantic-Gulf","Roanoke River Basin","UPPER DAN",3010103,"Upper Dan","Koger Creek-North Mayo River",30101030407,"North Mayo River-Koger Creek","RD-B","RD12",NA
"4ANOT001.06","AWTSHD","STREAM","WCRO","Blue Ridge","RT. 644 BRIDGE",2,"AW","AMBNT",37.39222222,-79.45361111,3,"South Atlantic-Gulf","Roanoke River Basin","UPPER ROANOKE",3010101,"Upper Roanoke","North Otter Creek",30101011402,"North Otter Creek","RU-N","RU50","4ABNF001.06"
"4AORE000.01","APROB","STREAM","WCRO","Blue Ridge","Upstream of Wiley Drive",2,"FP","AMBNT",37.255275,-79.95058333,3,"South Atlantic-Gulf","Roanoke River Basin","UPPER ROANOKE",3010101,"Upper Roanoke","Peters Creek-Roanoke River",30101010404,"Roanoke River-Peters Creek","RU-D","RU14",NA
"4AOST002.01","BIOMON","STREAM","WCRO","Blue Ridge","Rt. 765 Crossing",2,"RB","AMBNT",37.47176111,-79.51448889,3,"South Atlantic-Gulf","Roanoke River Basin","UPPER ROANOKE",3010101,"Upper Roanoke","North Otter Creek",30101011402,"North Otter Creek","RU-N","RU50",NA
"4AOWC002.35","AWTSHD","STREAM","WCRO","Blue Ridge","Paisley Rd. (Rt. 756)",2,"AW","AMBNT",37.03949722,-79.39646944,3,"South Atlantic-Gulf","Roanoke River Basin","UPPER ROANOKE",3010101,"Upper Roanoke","Old Womans Creek-Leesville Lake",30101011302,"Roanoke River/Leesville Lake-Old Womans Creek","RU-M","RU38",NA
"4APAA000.71","BIOMON","STREAM","WCRO","Blue Ridge","Rt. 629 Crossing",2,"RB","AMBNT",36.91703889,-79.63955833,3,"South Atlantic-Gulf","Roanoke River Basin","UPPER ROANOKE",3010101,"Upper Roanoke","Gourd Creek-Snow Creek",30101010903,"Snow Creek-Gourd Creek","RU-I","RU35",NA
"4APBA003.71","AWTSHD","STREAM","WCRO","Blue Ridge","Rt. 687 Bridge",2,"AW","AMBNT",36.71743333,-80.140625,3,"South Atlantic-Gulf","Roanoke River Basin","UPPER DAN",3010103,"Upper Dan","Polebridge Creek-North Mayo River",30101030405,"North Mayo River-Polebridge Creek","RD-B","RD10",NA
"4APDA000.35","SSTUDY","STREAM","SCRO","Blue Ridge","Poplar Creek near Summit Rd. brg, S. Bo",2,"RB","AMBNT",36.69558333,-78.90756667,3,"South Atlantic-Gulf","Roanoke River Basin","LOWER DAN",3010104,"Lower Dan","Grassy Creek-Dan River",30101040404,"Dan River-John H Kerr Reservoir-Grassy Creek","RD-L","RD51","# 15"
"4APEC002.42","AWTSHD","STREAM","SCRO","Blue Ridge","Polecat Cr. @ Rt. 832",2,"AW","AMBNT",36.78833333,-79.00666667,3,"South Atlantic-Gulf","Roanoke River Basin","BANISTER",3010105,"Banister","Polecat Creek-Banister River",30101050401,"Banister River-Polecat Creek","RD-P","RD65",NA
"4APEC006.49","AWTSHD","STREAM","SCRO","Blue Ridge","Rt. 677 bridge",2,"RB","AMBNT",36.77833333,-79.07027778,3,"South Atlantic-Gulf","Roanoke River Basin","BANISTER",3010105,"Banister","Polecat Creek-Banister River",30101050401,"Banister River-Polecat Creek","RD-P","RD65",NA
"4APEE001.16","BIOMON","STREAM","WCRO","Blue Ridge","Strauss Park, on Westside Blvd",2,"RB","AMBNT",37.2809,-80.0068,3,"South Atlantic-Gulf","Roanoke River Basin","UPPER ROANOKE",3010101,"Upper Roanoke","Peters Creek-Roanoke River",30101010404,"Roanoke River-Peters Creek","RU-D","RU14",NA
"4APET004.35","AWTSHD","STREAM","SCRO","Blue Ridge","Rte 716",2,"AW","AMBNT",36.715,-78.776,3,"South Atlantic-Gulf","Roanoke River Basin","LOWER DAN",3010104,"Lower Dan","Peter Creek-Dan River",30101040703,"Dan River/John H Kerr Reservoir-Peter Creek","RD-S","RD76",NA
"4APGG003.29","AWTSHD","STREAM","WCRO","Blue Ridge","ROUTE 605 BRIDGE",2,"AW","AMBNT",36.98883056,-79.51561945,3,"South Atlantic-Gulf","Roanoke River Basin","UPPER ROANOKE",3010101,"Upper Roanoke","Fryingpan Creek-Pigg River",30101011002,"Pigg River-Fryingpan Creek","RU-J","RU37",NA
"4APGG008.87","ATRND","STREAM","WCRO","Blue Ridge","Off Rt. 40 at USGS gage",2,"TR","AMBNT",36.94600278,-79.52433056,3,"South Atlantic-Gulf","Roanoke River Basin","UPPER ROANOKE",3010101,"Upper Roanoke","Fryingpan Creek-Pigg River",30101011002,"Pigg River-Fryingpan Creek","RU-J","RU37","2058400"
"4APGG011.14","APROB","STREAM","WCRO","Blue Ridge","Off Rt. 750, dnstr of Tomahawk Cr",2,"FP","AMBNT",36.9326,-79.5383,3,"South Atlantic-Gulf","Roanoke River Basin","UPPER ROANOKE",3010101,"Upper Roanoke","Tomahawk Creek-Pigg River",30101011001,"Pigg River-Tomahawk Creek","RU-J","RU36","VARS11-096"
"4APGG030.62","AWTSHD","STREAM","WCRO","Blue Ridge","Rt. 646 Bridge",2,"AW","AMBNT",36.93444444,-79.71777778,3,"South Atlantic-Gulf","Roanoke River Basin","UPPER ROANOKE",3010101,"Upper Roanoke","Owens Creek-Pigg River",30101010804,"Pigg River-Owens Creek","RU-H","RU32",NA
"4APGG052.73","ATRND","STREAM","WCRO","Blue Ridge","RT. 713 BRIDGE UPSTREAM ROCKY MT STP(FRA",2,"TR","AMBNT",36.99666667,-79.86027778,3,"South Atlantic-Gulf","Roanoke River Basin","UPPER ROANOKE",3010101,"Upper Roanoke","Powder Mill Creek-Pigg River",30101010802,"Pigg River-Powder Mill Creek","RU-H","RU30","2056900"
"4APGG063.32","APROB","STREAM","WCRO","Blue Ridge","West of Rt. 754, upstr of Story Cr confl",2,"FP","AMBNT",36.9697,-79.9136,3,"South Atlantic-Gulf","Roanoke River Basin","UPPER ROANOKE",3010101,"Upper Roanoke","Turners Creek-Pigg River",30101010801,"Pigg River-Turners Creek","RU-H","RU29","VARS11-235"
"4APGG068.49","AWTSHD","STREAM","WCRO","Blue Ridge","Rt. 756 Bridge",2,"TM","AMBNT",36.96194444,-79.96222222,3,"South Atlantic-Gulf","Roanoke River Basin","UPPER ROANOKE",3010101,"Upper Roanoke","Turners Creek-Pigg River",30101010801,"Pigg River-Turners Creek","RU-H","RU29",NA
"4APGG077.15","AWTSHD","STREAM","WCRO","Blue Ridge","Rt 602 Bridge",2,"TM","AMBNT",36.97767222,-80.05170278,3,"South Atlantic-Gulf","Roanoke River Basin","UPPER ROANOKE",3010101,"Upper Roanoke","Turners Creek-Pigg River",30101010801,"Pigg River-Turners Creek","RU-H","RU29",NA
"4APKP002.46","AWTSHD","STREAM","SCRO","Blue Ridge","Pumpkin Cr. at College park rd",2,"RB","AMBNT",36.55706111,-79.40601945,3,"South Atlantic-Gulf","Roanoke River Basin","LOWER DAN",3010104,"Lower Dan","Pumpkin Creek-Dan River",30101040102,"Dan River-Pumpkin Creek","RD-I","RD39",NA
"4APND000.56","BIOMON","STREAM","SCRO","Blue Ridge","Pond Br @ Berry Hill",2,"RB","AMBNT",36.69195833,-78.93198889,3,"South Atlantic-Gulf","Roanoke River Basin","LOWER DAN",3010104,"Lower Dan","Chalmers Creek-Dan River",30101040402,"Dan River-Chalmers Creek","RD-L","RD49",NA
"4APOP000.10","APROB","STREAM","SCRO","Blue Ridge","Popes Ck E of 845 S of 698",2,"FP","AMBNT",36.69019444,-78.52188889,3,"South Atlantic-Gulf","Roanoke River Basin","MIDDLE ROANOKE",3010102,"Middle Roanoke","Goodell Creek-Bluestone Creek",30101020703,"Bluestone Creek-Goodell Creek","RU-V","RU93",NA
"4APOW000.69","AWTSHD","STREAM","SCRO","Blue Ridge","Powells Cr @ Rt. 751",2,"AW","AMBNT",36.61888889,-79.09138889,3,"South Atlantic-Gulf","Roanoke River Basin","LOWER DAN",3010104,"Lower Dan","Big Toby Creek-Dan River",30101040304,"Dan River-Big Toby Creek","RD-K","RD46",NA
"4APRS008.76","AWTSHD","STREAM","WCRO","Blue Ridge","Rt 660 Near State Line",2,"AW","AMBNT",36.54568333,-80.29521667,3,"South Atlantic-Gulf","Roanoke River Basin","UPPER DAN",3010103,"Upper Dan","Peters Creek-Dan River",30101030105,"Dan River-Peters Creek","RD-A","RD05",NA
"4ARAB000.52","SSTUDY","STREAM","SCRO","Blue Ridge","Reed Cr @ Grit Road (Rt 668)",2,"RB","AMBNT",37.09944445,-79.28138889,3,"South Atlantic-Gulf","Roanoke River Basin","UPPER ROANOKE",3010101,"Upper Roanoke","Reed Creek-Roanoke River",30101011305,"Roanoke River-Reed Creek","RU-M","RU48",NA
"4ARAB003.64","APROB","STREAM","SCRO","Blue Ridge","Reed Ck just dwnstrm of 638",2,"FP","AMBNT",37.057,-79.26838889,3,"South Atlantic-Gulf","Roanoke River Basin","UPPER ROANOKE",3010101,"Upper Roanoke","Reed Creek-Roanoke River",30101011305,"Roanoke River-Reed Creek","RU-M","RU48",NA
"4ARAB003.71","BIOMON","STREAM","SCRO","Blue Ridge","Reed Cr @ rt638",2,"RB","AMBNT",37.05586944,-79.26824722,3,"South Atlantic-Gulf","Roanoke River Basin","UPPER ROANOKE",3010101,"Upper Roanoke","Reed Creek-Roanoke River",30101011305,"Roanoke River-Reed Creek","RU-M","RU48",NA
"4ARAC000.92","SSTUDY","STREAM","SCRO","Blue Ridge","Reedy Cr @ Ash St- SoBo",2,"RB","AMBNT",36.70166667,-78.88638889,3,"South Atlantic-Gulf","Roanoke River Basin","LOWER DAN",3010104,"Lower Dan","Grassy Creek-Dan River",30101040404,"Dan River-John H Kerr Reservoir-Grassy Creek","RD-L","RD51",NA
