"ID305B_1","ID305B_2","ID305B_3","DEPTH","STATION_ID","REGION","STATION_TYPE_1","STATION_TYPE_2","STATION_TYPE_3","STATION_LAT","STATION_LON","WATERSHED_ID","VAHU6","TEMP_VIO","TEMP_SAMP","TEMP_STAT","DO_VIO","DO_SAMP","DO_STAT","PH_VIO","PH_SAMP","PH_STAT","ECOLI_VIO","ECOLI_SAMP","ECOLI_STAT","ENTER_SAMP","ENTER_VIO","ENTER_STAT","WAT_MET_VIO","WAT_MET_STAT","WAT_TOX_VIO","WAT_TOX_STAT","SED_MET_VIO","SED_MET_STAT","SED_TOX_VIO","SED_TOX_STAT","FISH_MET_VIO","FISH_MET_STAT","FISH_TOX_VIO","FISH_TOX_STAT","BENTHIC_STAT","NUT_TP_VIO","NUT_TP_SAMP","NUT_TP_STAT","NUT_CHLA_VIO","NUT_CHLA_SAMP","NUT_CHLA_STAT","COMMENTS"
"VAW-L57R_HLL01A14",,,"S","4AHLL000.45","BRRO","FPM",,,"36.5575","-79.70977778","L57","RD31",0,2,"S",0,2,"S",0,2,"S",0,1,"S",1,1,"Review",0,"S",0,"S",0,"S","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App",,,2,,,2,,"Not Analyzed by App"
"VAW-L18R_HPN01A06",,,"S","4AHPN001.62","BRRO","A","TM",,"36.92875556","-79.52600833","L18","RU36",0,23,"S",0,23,"S",0,23,"S",17,24,"Review",,,,,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App",,,24,,,24,,"Not Analyzed by App"
"VAW-L47R_HRN01A00","VAW-L47R_HRN02A00",,"S","4AHRN004.93","BRRO","A","B","TM","36.63138889","-80.00555556","L47","RD11",0,28,"S",0,27,"S",0,28,"S",9,24,"Review",,,,,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Review",,23,,,23,,"Not Analyzed by App"
"VAC-L38L_HTA01L00",,,"S, M","4AHTA003.26","BRRO","L","C",,"36.92416667","-78.79972222","L38","RU80",0,56,"S",19,56,"Review",0,56,"S",0,14,"S",,,,,,0,"S",,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App",,,14,,,14,,"Not Analyzed by App"
"VAC-L74R_HYC01A00",,,"S","4AHYC002.70","BRRO","A","C","SS","36.66755556","-78.75541667","L74","RD74",0,12,"S",2,12,"Review",0,12,"S",0,12,"S",,,,,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App",,,12,,,12,,"Not Analyzed by App"
"VAW-L74R_HYC02A06",,,"S","4AHYC016.70","BRRO","A","TR",,"36.58777778","-78.89861111","L74","RD70",0,36,"S",0,36,"S",0,36,"S",4,36,"Review",12,5,"Review",,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App",,,35,,,35,,"Not Analyzed by App"
"VAW-L53R_JCR01A16",,,"S","4AJCR000.42","BRRO","FPM","R",,"36.698","-79.898","L53","RD24",0,4,"S",0,4,"S",0,4,"S",1,1,"Review",1,1,"Review",0,"S",0,"S",,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App",,,2,,,2,,"Not Analyzed by App"
"VAW-L70R_JSR01A08",,,"S","4AJSR000.53","BRRO","TM","B",,"36.78944444","-79.15277778","L70","RD64",0,1,"S",0,1,"S",0,1,"S",,,,,,,,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Review",,0,,,0,,"Not Analyzed by App"
"VAC-L78R_KTT01A12",,,"S","4AKTT001.15","BRRO","A",,,"36.62555556","-78.30361111","L78","RL11",0,12,"S",5,12,"Review",0,12,"S",1,12,"S",,,,,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App",,,12,,,12,,"Not Analyzed by App"
"VAW-L74R_HYC02A06",,,"S","4ALAR000.00","BRRO","B",,,"36.63610833","-78.80662778","L74","RD74",0,1,"S",0,1,"S",0,1,"S",,,,,,,,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App",,,1,,,1,,"Not Analyzed by App"
"VAW-L61R_LAW01A04",,,"S","4ALAW002.38","BRRO","B","FPM",,"36.66629722","-79.35279167","L61","RD38",0,5,"S",0,5,"S",0,5,"S",0,1,"S",1,0,"S",0,"S",0,"S",,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Review",,2,,,2,,"Not Analyzed by App"
"VAW-L61R_LAW01A04",,,"S","4ALAW002.43","BRRO","A","B",,"36.66638889","-79.3525","L61","RD38",0,16,"S",0,16,"S",0,16,"S",2,12,"Review",,,,,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Review",,12,,,12,,"Not Analyzed by App"
"VAW-L70R_LBR01A18",,,"S","4ALBR000.37","BRRO","A","PA",,"36.75925","-79.1927","L70","RD63",0,12,"S",0,12,"S",0,12,"S",5,12,"Review",,,,,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App",,,12,,,12,,"Not Analyzed by App"
"VAW-L51R_LBT01A06",,,"S","4ALBT003.07","BRRO","A","B",,"36.79234722","-80.16526389","L51","RD20",0,2,"S",0,2,"S",0,2,"S",,,,,,,,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App",,,2,,,2,,"Not Analyzed by App"
"VAW-L66R_LCC01A08",,,"S","4ALCC000.59","BRRO","A",,,"36.81666667","-79.34555556","L66","RD55",0,12,"S",0,12,"S",0,12,"S",4,12,"Review",,,,,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App",,,12,,,12,,"Not Analyzed by App"
"VAW-L42R_LDR01A02",,,"S","4ALDR002.61","BRRO","A",,,"36.56454167","-80.3743","L42","RD03",2,12,"Review",0,12,"S",0,12,"S",2,12,"Review",,,,,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App",,,12,,,12,,"Not Analyzed by App"
"VAW-L76R_LFF01A00",,,"S","4ALFF001.85","BRRO","A","B",,"36.62638889","-78.62888889","L76","RD77",0,13,"S",0,13,"S",0,13,"S",6,12,"Review",,,,,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App",,,12,,,12,,"Not Analyzed by App"
"VAW-L19R_LLC01A18",,,"S","4ALLC002.18","BRRO","B",,,"37.0315","-79.3066","L19","RU47",0,2,"S",0,2,"S",0,2,"S",,,,,,,,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Review",,2,,,2,,"Not Analyzed by App"
"VAW-L08R_LLE03A00","VAW-L08R_LLE02A00","VAW-L08R_LLE01A00","S","4ALLE005.22","BRRO","A","B","TM,TR","37.06083333","-79.94138889","L08","RU22",0,38,"S",0,38,"S",0,38,"S",20,36,"Review",6,5,"Review",,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App",,,36,,,36,,"Not Analyzed by App"
"VAC-L77R_LNE01A98",,,"S","4ALNE006.56","BRRO","A","TR",,"36.73111111","-78.53861111","L77","RU92",0,36,"S",1,36,"S",0,36,"S",7,35,"Review",12,9,"Review",,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App",,,35,,,35,,"Not Analyzed by App"
"VAW-L74R_LOL01A06",,,"S","4ALOL000.62","BRRO","SS","TM",,"36.58527778","-78.93555556","L74","RD72",0,12,"S",0,12,"S",0,12,"S",1,12,"S",,,,,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App",,,12,,,12,,"Not Analyzed by App"
"VAW-L26R_LOR01A00","VAW-L26R_LOR02A00","VAW-L26R_LOR03A00","S","4ALOR008.64","BRRO","A","B","TM","37.29361111","-79.45583333","L26","RU54",0,18,"S",0,18,"S",0,18,"S",4,18,"Review",,,,,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App",,,18,,,18,,"Not Analyzed by App"
"VAW-L26R_LOR01A00","VAW-L26R_LOR02A00",,"S","4ALOR008.93","BRRO","FPM",,,"37.3019","-79.453","L26","RU54",0,2,"S",0,2,"S",0,2,"S",0,1,"S",1,1,"Review",0,"S",0,"S",,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App",,,2,,,2,,"Not Analyzed by App"
"VAW-L26R_LOR03A00",,,"S","4ALOR014.33","BRRO","B","TM",,"37.3275","-79.46333333","L26","RU54",0,4,"S",0,4,"S",0,4,"S",2,3,"Review",,,,,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App",,,3,,,3,,"Not Analyzed by App"
"VAW-L26R_LOR04A00",,,"S","4ALOR014.75","BRRO","TR","A","B","37.33333333","-79.46448611","L26","RU54",0,40,"S",0,40,"S",0,40,"S",20,36,"Review",6,6,"Review",,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App",,,36,,,36,,"Not Analyzed by App"
"VAW-L39R_LRO01A00",,,"S","4ALRO003.34","BRRO","A",,,"37.02472222","-78.61444445","L39","RU82",0,24,"S",0,24,"S",0,24,"S",3,24,"Review",,,,,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App",,,23,,,23,,"Not Analyzed by App"
"VAW-L39R_LRO02A10",,,"S","4ALRO010.18","BRRO","B",,,"37.10138889","-78.5625","L39","RU81",0,4,"S",0,4,"S",0,4,"S",,,,,,,,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Review",,0,,,0,,"Not Analyzed by App"
"VAW-L34R_LRV01A00","VAW-L34R_LRV02A06",,"S","4ALRV007.84","BRRO","A",,,"37.17611111","-78.89722222","L34","RU70",0,12,"S",0,12,"S",0,12,"S",3,12,"Review",,,,,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App",,,12,,,12,,"Not Analyzed by App"
"VAW-L34R_LRV04A12",,,"S","4ALRV013.53","BRRO","A",,,"37.21805555","-78.83388889","L34","RU70",0,12,"S",0,12,"S",0,12,"S",4,12,"Review",,,,,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App",,,12,,,12,,"Not Analyzed by App"
"VAW-L37R_LUB01A06",,,"S","4ALUB000.12","BRRO","TM","B",,"37.20416667","-78.73333333","L37","RU77",0,16,"S",0,16,"S",0,16,"S",1,12,"S",,,,,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Review",,12,,,12,,"Not Analyzed by App"
"VAW-L56R_LWD01A00","VAW-L56R_LWD02A00",,"S","4ALWD002.54","BRRO","A","TM",,"36.63611111","-79.79194445","L56","RD29",0,12,"S",0,12,"S",0,12,"S",4,12,"Review",,,,,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App",,,12,,,12,,"Not Analyzed by App"
"VAW-L56R_LWD03A00",,,"S","4ALWD011.03","BRRO","A",,,"36.69543611","-79.7587","L56","RD27",0,12,"S",0,12,"S",0,12,"S",6,12,"Review",,,,,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App",,,12,,,12,,"Not Analyzed by App"
"VAW-L56R_LWF01A00",,,"S","4ALWF004.32","BRRO","A",,,"36.72747222","-79.77423611","L56","RD28",0,11,"S",0,11,"S",0,11,"S",3,11,"Review",,,,,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App",,,11,,,11,,"Not Analyzed by App"
"VAW-L74R_LWN01A18",,,"S","4ALWN000.88","BRRO","B",,,"36.59383333","-78.83430556","L74","RD73",0,2,"S",0,2,"S",0,2,"S",,,,,,,,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Review",,2,,,2,,"Not Analyzed by App"
"VAW-L19R_LYH01A02","VAW-L19R_LYH02A02",,"S","4ALYH000.50","BRRO","A","B",,"37.11230556","-79.2889","L19","RU48",0,14,"S",0,14,"S",0,14,"S",9,11,"Review",,,,,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Review",,12,,,12,,"Not Analyzed by App"
"VAW-L78R_LYT01A06",,,"S","4ALYT003.77","BRRO","A","B","TR","36.73166667","-78.32333333","L78","RL10",0,40,"S",0,40,"S",0,40,"S",11,36,"Review",11,8,"Review",,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Review",,35,,,35,,"Not Analyzed by App"
"VAW-L54R_MBY01A10",,,"S","4AMBY001.51","BRRO","TM","B",,"36.65850833","-79.83692778","L54","RD26",0,16,"S",0,15,"S",0,16,"S",4,12,"Review",,,,,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Review",,11,,,11,,"Not Analyzed by App"
"VAW-L54R_MCH01A10",,,"S","4AMCH000.53","BRRO","B","TM",,"36.63976111","-79.84796944","L54","RD26",0,15,"S",0,15,"S",0,15,"S",4,12,"Review",,,,,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App",,,12,,,12,,"Not Analyzed by App"
"VAW-L26R_MCR01A00",,,"S","4AMCR004.60","BRRO","A","TM",,"37.27277778","-79.46833333","L26","RU53",0,36,"S",0,36,"S",0,36,"S",20,36,"Review",,,,,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App",,,36,,,36,,"Not Analyzed by App"
"VAW-L09R_MEE01A00",,,"S","4AMEE002.38","BRRO","B","TM",,"37.07","-79.83638889","L09","RU23",0,2,"S",0,2,"S",0,2,"S",,,,,,,,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App",,,0,,,0,,"Not Analyzed by App"
"VAW-L09R_MEE01A00","VAW-L09R_MEE02A00",,"S","4AMEE004.90","BRRO","A","TR",,"37.09305556","-79.83555555","L09","RU23",0,36,"S",0,36,"S",0,35,"S",21,36,"Review",6,6,"Review",,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App",,,36,,,36,,"Not Analyzed by App"
"VAW-L09R_MEE03A00","VAW-L09R_MEE04A00",,"S","4AMEE009.86","BRRO","A",,,"37.10388889","-79.87388889","L09","RU23",0,12,"S",0,12,"S",0,12,"S",3,12,"Review",,,,,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App",,,12,,,12,,"Not Analyzed by App"
"VAW-L09R_MEE04A00","VAW-L09R_MEE05A00",,"S","4AMEE016.75","BRRO","PA","FPM",,"37.121","-79.95505556","L09","RU23",0,6,"S",0,6,"S",0,6,"S",0,6,"S",,,,,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App",,,6,,,6,,"Not Analyzed by App"
"VAW-L09R_MEE04A00","VAW-L09R_MEE05A00",,"S","4AMEE017.24","BRRO","FPM",,,"37.1256","-79.96088889","L09","RU23",0,2,"S",0,2,"S",0,2,"S",0,1,"S",1,0,"S",0,"S",0,"S",,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Review",,2,,,2,,"Not Analyzed by App"
"VAW-L09R_MEE05A00",,,"S","4AMEE021.13","BRRO","A",,,"37.14583333","-80.00944444","L09","RU23",2,12,"Review",0,12,"S",0,12,"S",2,12,"Review",,,,,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App",,,12,,,12,,"Not Analyzed by App"
"VAW-L79R_MES01A98",,,"S","4AMES004.78","BRRO","A",,,"36.65361111","-78.225","L79","RL13",0,12,"S",0,12,"S",0,12,"S",2,11,"Review",,,,,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App",,,12,,,12,,"Not Analyzed by App"
"VAW-L35R_MEY02A06",,,"S","4AMEY006.72","BRRO","FPM",,,"37.1835","-79.03488889","L35","RU68",0,2,"S",0,2,"S",0,2,"S",0,1,"S",1,0,"S",0,"S",0,"S",,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Review",,2,,,2,,"Not Analyzed by App"
"VAW-L35R_MEY02A06",,,"S","4AMEY007.76","BRRO","PA",,,"37.18242778","-79.04397778","L35","RU68",0,12,"S",0,12,"S",0,12,"S",5,12,"Review",,,,,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App",,,12,,,12,,"Not Analyzed by App"
"VAW-L35R_MEY02A06",,,"S","4AMEY010.46","BRRO","A","TM",,"37.19361111","-79.05861111","L35","RU68",0,6,"S",0,6,"S",0,6,"S",3,6,"Review",,,,,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App",,,6,,,6,,"Not Analyzed by App"
"VAW-L35R_MEY01A00",,,"S","4AMEY016.00","BRRO","A","TM","B","37.25027778","-79.08861111","L35","RU68",0,9,"S",0,9,"S",0,9,"S",3,6,"Review",,,,,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App",,,6,,,6,,"Not Analyzed by App"
"VAW-L68R_MIL01A16",,,"S","4AMIL002.17","BRRO","B",,,"36.86889722","-79.30553333","L68","RD56",0,1,"S",0,1,"S",0,1,"S",,,,,,,,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Review",,0,,,0,,"Not Analyzed by App"
"VAW-L55R_MRR01A00",,,"S","4AMRR000.02","BRRO","A","TM",,"36.61333333","-79.82333333","L55","RD25",0,12,"S",0,12,"S",0,12,"S",2,12,"Review",,,,,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App",,,12,,,12,,"Not Analyzed by App"
"VAW-L55R_MRR01A00",,,"S","4AMRR000.75","BRRO","PA",,,"36.61372778","-79.83213889","L55","RD25",0,11,"S",0,11,"S",0,11,"S",4,11,"Review",,,,,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App",,,11,,,11,,"Not Analyzed by App"
"VAW-L64R_MRY01A04",,,"S","4AMRY000.82","BRRO","A","TM","B","36.69583333","-78.97388889","L64","RD48",0,2,"S",0,2,"S",0,2,"S",,,,,,,,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Review",,0,,,0,,"Not Analyzed by App"
"VAW-L64R_MRY01A04",,,"S","4AMRY003.02","BRRO","FPM","B",,"36.69227778","-79.00138889","L64","RD48",0,2,"S",0,2,"S",0,2,"S",0,1,"S",1,0,"S",0,"S",0,"S",,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Review",,2,,,2,,"Not Analyzed by App"
"VAW-L64R_MRY01A04",,,"S","4AMRY003.58","BRRO","A","PA",,"36.69156111","-79.01143056","L64","RD48",0,12,"S",0,12,"S",0,12,"S",10,12,"Review",,,,,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App",,,12,,,12,,"Not Analyzed by App"
"VAW-L04R_MSN01A00",,,"S","4AMSN000.67","BRRO","TM",,,"37.27611111","-80.02944444","L04","RU10",0,12,"S",0,12,"S",0,12,"S",4,12,"Review",,,,,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App",,,12,,,12,,"Not Analyzed by App"
"VAW-L49R_MTR01A02",,,"S","4AMTR010.33","BRRO","A",,,"36.54833333","-79.84333333","L49","RD14",0,12,"S",0,12,"S",0,12,"S",1,12,"S",,,,,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App",,,12,,,12,,"Not Analyzed by App"
"VAW-L22R_MWW01A10",,,"S","4AMWW004.53","BRRO","A",,,"37.18241944","-79.59157778","L22","RU43",0,12,"S",0,12,"S",0,12,"S",4,12,"Review",,,,,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App",,,12,,,12,,"Not Analyzed by App"
"VAW-L74R_MYO01A04",,,"S","4AMYO001.48","BRRO","A",,,"36.576","-78.889","L74","RD71",0,12,"S",0,12,"S",0,12,"S",2,12,"Review",,,,,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App",,,12,,,12,,"Not Analyzed by App"
"VAW-L51R_NCH01A12",,,"S","4ANCH001.23","BRRO","A",,,"36.85180555","-80.06563889","L51","RD19",0,12,"S",0,12,"S",0,12,"S",4,12,"Review",,,,,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App",,,12,,,12,,"Not Analyzed by App"
"VAW-L24R_NOT01A02",,,"S","4ANOT001.06","BRRO","A","TM",,"37.39222222","-79.45361111","L24","RU50",0,30,"S",0,30,"S",0,30,"S",16,30,"Review",,,,,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App",,,30,,,30,,"Not Analyzed by App"
"VAW-L04R_ORE01A00",,,"S, B","4AORE000.01","BRRO","FPM",,,"37.255275","-79.95058333","L04","RU14",0,2,"S",0,2,"S",0,2,"S",1,1,"Review",1,1,"Review",0,"S",0,"S",0,"S","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App",,,2,,,2,,"Not Analyzed by App"
"VAW-L24R_OST02A02",,,"S","4AOST002.01","BRRO","B","A",,"37.47176111","-79.51448889","L24","RU50",0,2,"S",0,2,"S",0,2,"S",,,,,,,,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Review",,2,,,2,,"Not Analyzed by App"
"VAW-L13R_OWC01A00",,,"S","4AOWC002.35","BRRO","TM",,,"37.03949722","-79.39646944","L13","RU38",0,18,"S",0,18,"S",0,18,"S",7,18,"Review",,,,,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App",,,18,,,18,,"Not Analyzed by App"
"VAW-L17R_PAA01A04",,,"S","4APAA000.71","BRRO","B","PA","B","36.91703889","-79.63955833","L17","RU35",0,15,"S",0,15,"S",0,15,"S",2,11,"Review",,,,,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App",,,12,,,12,,"Not Analyzed by App"
"VAW-L46R_PBA02A02",,,"S","4APBA003.71","BRRO","A",,,"36.71743333","-80.140625","L46","RD10",1,12,"S",0,12,"S",0,12,"S",1,12,"S",,,,,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App",,,12,,,12,,"Not Analyzed by App"
"VAW-L64R_PDA01A10",,,"S","4APDA000.35","BRRO","B",,,"36.69558333","-78.90756667","L64","RD51",0,4,"S",0,4,"S",0,4,"S",,,,,,,,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App",,,0,,,0,,"Not Analyzed by App"
"VAW-L71R_PEC01A04",,,"S","4APEC002.42","BRRO","A","B",,"36.78833333","-79.00666667","L71","RD65",0,16,"S",0,16,"S",0,16,"S",3,12,"Review",,,,,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Review",,12,,,12,,"Not Analyzed by App"
"VAW-L71R_PEC01A04",,,"S","4APEC006.49","BRRO","A","B",,"36.77833333","-79.07027778","L71","RD65",0,4,"S",0,4,"S",0,4,"S",,,,,,,,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Review",,0,,,0,,"Not Analyzed by App"
"VAW-L04R_PEE01A02","VAW-L04R_PEE02A02",,"S","4APEE001.16","BRRO","B","TM",,"37.2809","-80.0068","L04","RU14",0,2,"S",0,1,"S",0,2,"S",,,,,,,,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Review",,0,,,0,,"Not Analyzed by App"
"VAC-L73R_PET01A16",,,"S","4APET004.35","BRRO","A",,,"36.715","-78.776","L73","RD76",0,12,"S",3,12,"Review",0,12,"S",4,12,"Review",,,,,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App",,,12,,,12,,"Not Analyzed by App"
"VAW-L13L_PGG01A02","VAW-L18R_PGG01A00","VAW-L18R_PGG02A00","S","4APGG003.29","BRRO","A","C","TM","36.98883056","-79.51561945","L13","RU37",0,35,"S",0,35,"S",0,35,"S",12,36,"Review",,,,,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App",,,36,,,36,,"Not Analyzed by App"
